textOriginal,text_clean,label,split
​@zuwanswaggy9717bang dia lagi sarkas si papi rinz 🗿,[MENTION] dia lagi sarkas si papi rinz 🗿,0,train
Miya plastik ggg,Miya plastik ggg,0,train
Akun meme favorit juga rajin posting tentang ＰＵＬＡＵＷＩＮ.,Akun meme favorit juga rajin posting tentang PULAUWIN.,1,train
"Sebenarnya ketua bisa main ML apa GK , soalnya nub banget sih","Sebenarnya ketua bisa main ML apa GK , soalnya nub banget sih",0,train
"Kairi sengaja kasi lord, biar bisa napas rrq, kairi ga ngeretri😅","Kairi sengaja kasi lord, biar bisa napas rrq, kairi ga ngeretri😅",0,train
"Assalamualaikum bang pascol
Boleh ngeclip vidio abang ga bang?😁",Assalamualaikum bang pascol Boleh ngeclip vidio abang ga bang?😁,0,train
Ayang Acol,Ayang Acol,0,train
"anjay , ga salah pilih 𝐖𝐄𝐓𝐎𝐍𝟖𝟖 emang paling kereeen","anjay , ga salah pilih WETON88 emang paling kereeen",1,train
W EKOPEDIA😂,W EKOPEDIA😂,0,train
Bang pascal semangatbang😅❤❤❤❤❤❤❤❤,Bang pascal semangatbang😅❤❤❤❤❤❤❤❤,0,train
Mencari pengalaman daring yang lancar? 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕mungkin solusinya.,Mencari pengalaman daring yang lancar? DORA77mungkin solusinya.,1,train
​@apriandithaher1074 lah gimana sih tadi bilangnya ada yeb juara,[MENTION] lah gimana sih tadi bilangnya ada yeb juara,0,train
Gak bentrok ketua,Gak bentrok ketua,0,train
Apalah geter banget kameramennya,Apalah geter banget kameramennya,0,train
Ktua naga hitam kapan demo lagi 😂,Ktua naga hitam kapan demo lagi 😂,0,train
🎉🎉🎉 leher mana leher,🎉🎉🎉 leher mana leher,0,train
"di tunggu live malam mu ketua, semoga cepet sembuh ketua🎉","di tunggu live malam mu ketua, semoga cepet sembuh ketua🎉",0,train
Iy lah di lock orang lawan spion liat live nya,Iy lah di lock orang lawan spion liat live nya,0,train
Mamposszz,Mamposszz,0,train
Pengen balas dendam 🗿🗿🗿,Pengen balas dendam 🗿🗿🗿,0,train
Ngakak😂😂,Ngakak😂😂,0,train
Ga niat ngonten di upload botak botak licin,Ga niat ngonten di upload botak botak licin,0,train
belum afdol kalau nonton rrq kalah g nnton bket,belum afdol kalau nonton rrq kalah g nnton bket,0,train
Dah ganti bg,Dah ganti bg,0,train
​@Yamal-h8oemang ada gua bilang gitu dongok 😂 coba diliat lagi,[MENTION]-h8oemang ada gua bilang gitu dongok 😂 coba diliat lagi,0,train
Bego,Bego,0,train
"05:00 ＰⓤＬＡＵ777, peluang besar untuk setiap pemain","[NUM]:[NUM] PuLAU777, peluang besar untuk setiap pemain",1,train
Cyclop woi 😂,Cyclop woi 😂,0,train
Rank player req masih gm co,Rank player req masih gm co,0,train
Ayo silahturahmu ke rumah ketua dpe er keratua.,Ayo silahturahmu ke rumah ketua dpe er keratua.,0,train
"ya tuhan, main di ❤MONA 4D❤ sekali spin langsung rungkad, mending report ke pihak berwenang

(plis bantu report)","ya tuhan, main di ❤MONA 4D❤ sekali spin langsung rungkad, mending report ke pihak berwenang (plis bantu report)",1,train
Ya aku suka liat bkent ngamuk-ngamuk😂😂 menjiwai. Hore nanti.. Nanti.. Dan nanti... 😂😂,Ya aku suka liat bkent ngamuk-ngamuk😂😂 menjiwai. Hore nanti.. Nanti.. Dan nanti... 😂😂,0,train
Mending ini col sampingmu dripda sma cwe gatel trs,Mending ini col sampingmu dripda sma cwe gatel trs,0,train
"bang tolong beli akun mlbb saya bang, buat tambah"" biaya nikah","bang tolong beli akun mlbb saya bang, buat tambah"" biaya nikah",0,train
"Woi ko, itu bilngin si van lah cok !
Evos stlah M1 makin kesini attitudenya mkin smpah anjng!","Woi ko, itu bilngin si van lah cok ! Evos stlah M1 makin kesini attitudenya mkin smpah anjng!",0,train
Kalah sma kelinci percobaan LG dan lg😅,Kalah sma kelinci percobaan LG dan lg😅,0,train
Temen tongkrongan gue sampe bahas panjang lebar tentang ꧁PULAUWIN꧂ tapi ujung-ujungnya mereka juga gak tau itu apa.,Temen tongkrongan gue sampe bahas panjang lebar tentang ꧁PULAUWIN꧂ tapi ujung-ujungnya mereka juga gak tau itu apa.,1,train
Ini baru YouTuber idola! 𝐓𝐈𝐌𝐎𝟒𝐃,Ini baru YouTuber idola! TIMO4D,1,train
Pelerr moo,Pelerr moo,0,train
Jelek amat lu col,Jelek amat lu col,0,train
Kahiji,Kahiji,0,train
Absen yang sering dark system,Absen yang sering dark system,0,train
05:22 Selalu dinanti nih kontennya! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,[NUM]:[NUM] Selalu dinanti nih kontennya! BERKAH99,1,train
tiap rrk pake joy 🥺🫣,tiap rrk pake joy 🥺🫣,0,train
depo gopek wdenya gedek hanya di ❤𝐌𝐀𝐇𝐀𝐊𝐀𝐌𝟒𝐃❤,depo gopek wdenya gedek hanya di ❤MAHAKAM4D❤,1,train
"Dyrenn fix pindah tim ,,, keliatannya kalo ujin kabar diloan ke mpl Malay 
Jangan kaget kalo ada farewell lagi","Dyrenn fix pindah tim ,,, keliatannya kalo ujin kabar diloan ke mpl Malay Jangan kaget kalo ada farewell lagi",0,train
Gaske  rrq🎉 0:22,Gaske rrq🎉 [NUM]:[NUM],0,train
"Baca novel online, tokohnya nyebut 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 dengan penuh semangat.","Baca novel online, tokohnya nyebut PULAUWIN dengan penuh semangat.",1,train
✌𝓦𝓔𝓣𝓞𝓝+88✌ itu andalan di kala gabut!,✌WETON+[NUM]✌ itu andalan di kala gabut!,1,train
8:05 jurus apa itu ketua?😂 menangis desainer miya ngeliat miya kyk gitu,[NUM]:[NUM] jurus apa itu ketua?😂 menangis desainer miya ngeliat miya kyk gitu,0,train
Bot bot,Bot bot,0,train
SKYLAAR DIAKUI RUSIA,SKYLAAR DIAKUI RUSIA,0,train
Bahagia sekali sih leher wkwkwk,Bahagia sekali sih leher wkwkwk,0,train
Semoga rezeki dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕membawa berkah dan manfaat bagi sesama umat manusia!,Semoga rezeki dari DORA77membawa berkah dan manfaat bagi sesama umat manusia!,1,train
Wah mantap2 paduuu sexy2 gede2 cewek acol Bawak ..Gus Terus coll sampai tidor 😂😂,Wah mantap2 paduuu sexy2 gede2 cewek acol Bawak ..Gus Terus coll sampai tidor 😂😂,0,train
"gak pernah takut sama hantu, pas ketemu juga terdiam lu bg","gak pernah takut sama hantu, pas ketemu juga terdiam lu bg",0,train
user belerik hadir bujang inam🎉,user belerik hadir bujang inam🎉,0,train
kapan live lagi ketua,kapan live lagi ketua,0,train
"Pulau777, tempat asik isi waktu luang ⏳","Pulau777, tempat asik isi waktu luang ⏳",1,train
Izin clip bg pascol,Izin clip bg pascol,0,train
Halo bang😊,Halo bang😊,0,train
Evos berat di gold 😢,Evos berat di gold 😢,0,train
Kalo kalah ngapain dikontenin ko,Kalo kalah ngapain dikontenin ko,0,train
"Segitu jagonya rezz, liat game 2 dan 3","Segitu jagonya rezz, liat game [NUM] dan [NUM]",0,train
"Jangan terlalu berharap sama RRQ bang kend🤣🤣🤣gw dulu juga fans RRQ,, ,,sekarang milih netral sajalah,, ,,daripada kecewa terus🤣🤣","Jangan terlalu berharap sama RRQ bang kend🤣🤣🤣gw dulu juga fans RRQ,, ,,sekarang milih netral sajalah,, ,,daripada kecewa terus🤣🤣",0,train
​@Steven_Intrepide1dri pada #2 ga juara mending #9 tpi juara lah😭😭,[MENTION] pada #[NUM] ga juara mending #[NUM] tpi juara lah😭😭,0,train
"Jangan pernah takut menghadapi masa depan,🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱hadapi lalu perjuangkanlah masa depan itu bersama!💯","Jangan pernah takut menghadapi masa depan,🎱PROBET855🎱hadapi lalu perjuangkanlah masa depan itu bersama!💯",1,train
𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕adalah platform yang terus diperbarui.,DORA77adalah platform yang terus diperbarui.,1,train
sepanjang pertandingan ngeroasting huangpins 🤣,sepanjang pertandingan ngeroasting huangpins 🤣,0,train
Hai ❤,Hai ❤,0,train
Babik sampe 10 kli gw nonton lo ngedumel ken,Babik sampe [NUM] kli gw nonton lo ngedumel ken,0,train
Udah bang tinggalin aja tim lokal,Udah bang tinggalin aja tim lokal,0,train
Tomat mendalami peran😂,Tomat mendalami peran😂,0,train
Lapor ketua nanti mlm maen di lane roam ad yg janggal liat aj,Lapor ketua nanti mlm maen di lane roam ad yg janggal liat aj,0,train
Udah pro pemerintah dia 😂,Udah pro pemerintah dia 😂,0,train
​@ajindut7422kelas bang,[MENTION] bang,0,train
"04:34 Ya Tuhan,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️bikin speechless! Ceritanya penuh makna, visualnya keren, dan hadiahnya wow!💯","[NUM]:[NUM] Ya Tuhan,🏴☠PROBET855🏴☠bikin speechless! Ceritanya penuh makna, visualnya keren, dan hadiahnya wow!💯",1,train
Dari modal receh jadi sultan di 💎ＪＡＲＵＭ７７💎,Dari modal receh jadi sultan di 💎JARUM77💎,1,train
Pascol harus ke podcast denny sumarga deh,Pascol harus ke podcast denny sumarga deh,0,train
ELBADUTSICO😅😅😅,ELBADUTSICO😅😅😅,0,train
mantap,mantap,0,train
Lock ketua jgn dikasih kill,Lock ketua jgn dikasih kill,0,train
Live siang col,Live siang col,0,train
BALIKAN SKYLAR KAMI😋,BALIKAN SKYLAR KAMI😋,0,train
"Sadarlah gada raja kek gitu tai, budak itu bukan raja","Sadarlah gada raja kek gitu tai, budak itu bukan raja",0,train
"bah, ngapain kau disini stang mio hei","bah, ngapain kau disini stang mio hei",0,train
lah batu wkwk,lah batu wkwk,0,train
Lc kasih mas mito buat maen,Lc kasih mas mito buat maen,0,train
Kemana pula kau lupa dengan kawan lama mu aku nih si Poltak temen masa lalu kau main gundu,Kemana pula kau lupa dengan kawan lama mu aku nih si Poltak temen masa lalu kau main gundu,0,train
🙏🙏,🙏🙏,0,train
Pertama ktua,Pertama ktua,0,train
"jujur ya sbnernya lebih jago toyy.. inget banget dlu skylar awal debut boro"" jago anjir kena hujat abis""an, ntah berapa lama tuh skylar ga jago"". 
dibanding toyy yg baru masuk improve nya lebih cepet","jujur ya sbnernya lebih jago toyy.. inget banget dlu skylar awal debut boro"" jago anjir kena hujat abis""an, ntah berapa lama tuh skylar ga jago"". dibanding toyy yg baru masuk improve nya lebih cepet",0,train
Draft jelek 😅 ambil joy ambil granger tapi tidak di paksa musuh nya pakai purify dengan pick roam dan exp cc .. joy granger auto di ayam2 gara2 musuh semua pakai flicker 😂 sutsujin juga salah mental L takut menang 😆 pakai joy itu wajib ada biji peler baja berani make play jadi penyerang awalan sebelum di connect oleh teammates lainnya di second wave 😂,Draft jelek 😅 ambil joy ambil granger tapi tidak di paksa musuh nya pakai purify dengan pick roam dan exp cc .. joy granger auto di ayam2 gara2 musuh semua pakai flicker 😂 sutsujin juga salah mental L takut menang 😆 pakai joy itu wajib ada biji peler baja berani make play jadi penyerang awalan sebelum di connect oleh teammates lainnya di second wave 😂,0,train
Lagi syuting sama tretan kali,Lagi syuting sama tretan kali,0,train
Udahlah kalah pecah lagi 😂,Udahlah kalah pecah lagi 😂,0,train
rusuh buffnya bubarkan darx system😂,rusuh buffnya bubarkan darx system😂,0,train
acol,acol,0,train
bot wkwk,bot wkwk,0,train
Keren keratua ikut aksi bubarkan DPR ❤❤❤❤,Keren keratua ikut aksi bubarkan DPR ❤❤❤❤,0,train
"Teman lama ngajak reuni, katanya semua udah main bareng ＰＵＬＡＵＷＩＮ.","Teman lama ngajak reuni, katanya semua udah main bareng PULAUWIN.",1,train
Udah gua bantu report 🖕,Udah gua bantu report 🖕,0,train
Petama ketua,Petama ketua,0,train
Emang paling seru liat kekecewaan panglima kongdom😂,Emang paling seru liat kekecewaan panglima kongdom😂,0,train
Lg draft pick aja udah ribut 😂,Lg draft pick aja udah ribut 😂,0,train
"Ini video cocok banget dipasangin sama konten,🌍ℙℝ𝕆𝔹𝔼𝕋855🌍","Ini video cocok banget dipasangin sama konten,🌍PROBET855🌍",1,train
"Gw kesini bukan karna gw kingdom, karna gw suka lihat ekspresi lu karna PPQ kalah😂","Gw kesini bukan karna gw kingdom, karna gw suka lihat ekspresi lu karna PPQ kalah😂",0,train
"Oi Kent thumbbail gausah pake skor ngapa, kasihan yg nonton ga live kena spoiler","Oi Kent thumbbail gausah pake skor ngapa, kasihan yg nonton ga live kena spoiler",0,train
Ga usah ngejek kenapa lah,Ga usah ngejek kenapa lah,0,train
IDOK menghancurkan RRQ,IDOK menghancurkan RRQ,0,train
Mang eaaakkkk,Mang eaaakkkk,0,train
Paling caper si debi,Paling caper si debi,0,train
CEPER KALI LEHERNYA BABYY😂,CEPER KALI LEHERNYA BABYY😂,0,train
Woi woi kasian woi😂😂😂😂😂,Woi woi kasian woi😂😂😂😂😂,0,train
disumpahin meninggoy gara-gara suka marah-marah wkwkwkk kocak juga itu yang ngasi saweran,disumpahin meninggoy gara-gara suka marah-marah wkwkwkk kocak juga itu yang ngasi saweran,0,train
16:04 tapi emang lagi goblak sih,[NUM]:[NUM] tapi emang lagi goblak sih,0,train
BAN TE NG HO KI menang lebih mudah💛,BAN TE NG HO KI menang lebih mudah💛,1,train
"Wkwkw udah ke abisan kata udah , yuk doang jadi hyaa wkwkw","Wkwkw udah ke abisan kata udah , yuk doang jadi hyaa wkwkw",0,train
Pelatih rrq goblok emang,Pelatih rrq goblok emang,0,train
Srg nggak jago kata rinz,Srg nggak jago kata rinz,0,train
Semalam,Semalam,0,train
Betapa indah nya hidup ini melihat kondom menderita lgi😂😂😂,Betapa indah nya hidup ini melihat kondom menderita lgi😂😂😂,0,train
Baru main,Baru main,0,train
INFO SITUASI DI TEMPAT KALIAN,INFO SITUASI DI TEMPAT KALIAN,0,train
Kata bang kumis info lawan evos 😢,Kata bang kumis info lawan evos 😢,0,train
"Luar biasa! 🔥𝐀𝐋𝐄𝐗𝐈𝐒 𝟏𝟕🔥, video ini bikin saya kagum sama kedalaman materinya. Lanjutkan konten berkualitas ini!","Luar biasa! 🔥ALEXIS [NUM]🔥, video ini bikin saya kagum sama kedalaman materinya. Lanjutkan konten berkualitas ini!",1,train
"Publik seperti mu tidak akan mengerti bang.. 
Alasannya rinz ga mw pakai purify nya itu spya yss rey ngekill dia, dan nntinya dilate game bisa shutdown yss dan gold nya bakalan lbh banyak😂😂","Publik seperti mu tidak akan mengerti bang.. Alasannya rinz ga mw pakai purify nya itu spya yss rey ngekill dia, dan nntinya dilate game bisa shutdown yss dan gold nya bakalan lbh banyak😂😂",0,train
king apa kawan??,king apa kawan??,0,train
Dewa Vs Bot ini mah🤡🤡🤡🤡,Dewa Vs Bot ini mah🤡🤡🤡🤡,0,train
Hallo🎉,Hallo🎉,0,train
"Kebanyakan rotasi pemain,
      Mangka nya RRQ sekarang underferpom,cemistri nya ilang dyreen yang banyak pengalaman di ganti rezz,
      Padahal RRQ tim besar di masalalu punya sejarah bagus,sampe di sebut raja dari segala raja,
     Hobi nya investasi pemain,pemain udah bagus di jual,nanti naikin lagi dari mdl di jual lagi","Kebanyakan rotasi pemain, Mangka nya RRQ sekarang underferpom,cemistri nya ilang dyreen yang banyak pengalaman di ganti rezz, Padahal RRQ tim besar di masalalu punya sejarah bagus,sampe di sebut raja dari segala raja, Hobi nya investasi pemain,pemain udah bagus di jual,nanti naikin lagi dari mdl di jual lagi",0,train
haha beda bgt ekpsresi bg kent di game pertama sama kedua,haha beda bgt ekpsresi bg kent di game pertama sama kedua,0,train
Blue buff ngab 😂😂😂 nape jadi turtle 😂😂😂,Blue buff ngab 😂😂😂 nape jadi turtle 😂😂😂,0,train
Datang pascol ke Acara kawinan gw di jakpus,Datang pascol ke Acara kawinan gw di jakpus,0,train
"Keratua live nya jangan jm 8 lah, kesorean itu. Mending jam 12 lagi aja. Biar motor saya di luar aman biar saya di sangka blom tidur😂😂","Keratua live nya jangan jm [NUM] lah, kesorean itu. Mending jam [NUM] lagi aja. Biar motor saya di luar aman biar saya di sangka blom tidur😂😂",0,train
Hl,Hl,0,train
Lagi lagi pharsa pembawa bencana,Lagi lagi pharsa pembawa bencana,0,train
"""Jangan gampang ke gank' 😂😂","""Jangan gampang ke gank' 😂😂",0,train
Percaya proses 😍😍 🅿🅰🆁🅺🅸🆃4🅳🍀💙💥🌟😍💜🌟LANGSUNG CARI AJA DI GOOGLE BRO #🅿🅰🆁🅺🅸🆃4🅳✌🏻🍀💙💥🌟😍💜🌟,Percaya proses 😍😍 🅿🅰🆁🅺🅸🆃[NUM]🅳🍀💙💥🌟😍💜🌟LANGSUNG CARI AJA DI GOOGLE BRO #🅿🅰🆁🅺🅸🆃[NUM]🅳✌🏻🍀💙💥🌟😍💜🌟,1,train
Lol,Lol,0,train
Ini baru KETUA NAGA HITAM ya guys ya 😁 Gw salut col Lo ikut demo Paling depan lagi 😁 Lo pake W O N ya botak..,Ini baru KETUA NAGA HITAM ya guys ya 😁 Gw salut col Lo ikut demo Paling depan lagi 😁 Lo pake W O N ya botak..,0,train
Push mmr😂😂,Push mmr😂😂,0,train
Setiap hari selalu ada kejutan di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕! Bikin penasaran!,Setiap hari selalu ada kejutan di DORA77! Bikin penasaran!,1,train
"Wah, sungguh inspiratif! 🔥𝐀𝐋𝐄𝐗𝐈𝐒 𝟏𝟕🔥, isi videonya penuh wawasan dan disajikan dengan menarik. Pasti ditonton sampai habis!","Wah, sungguh inspiratif! 🔥ALEXIS [NUM]🔥, isi videonya penuh wawasan dan disajikan dengan menarik. Pasti ditonton sampai habis!",1,train
Bapa bapa masih main Miya hey dana panjaitan,Bapa bapa masih main Miya hey dana panjaitan,0,train
Di cariin tuh sama bang il joel,Di cariin tuh sama bang il joel,0,train
Ketua😭,Ketua😭,0,train
Nub sih kalo skrg,Nub sih kalo skrg,0,train
"woy bkent . gw tau lu orang punya power
tolong nih bilangin ke management rrq
rombak aja itu roaster . pertahanin dyren idok aja
toy rinz ujin farewel aja . ga guna anjir
apalagi itu si rinz . sumpah muak bgt ( jumawa gada humble*nya . blunder mulu kalo bikin statement )
makasih bang bkent",woy bkent . gw tau lu orang punya power tolong nih bilangin ke management rrq rombak aja itu roaster . pertahanin dyren idok aja toy rinz ujin farewel aja . ga guna anjir apalagi itu si rinz . sumpah muak bgt ( jumawa gada humble*nya . blunder mulu kalo bikin statement ) makasih bang bkent,0,train
"Sumpah ya, gue buka TikTok isinya orang ngomongin 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 padahal gue gak ngerti itu apa.","Sumpah ya, gue buka TikTok isinya orang ngomongin PULAUWIN padahal gue gak ngerti itu apa.",1,train
itu khufra ade kah,itu khufra ade kah,0,train
Gua kira udah pensi kent dunia permlan 😅,Gua kira udah pensi kent dunia permlan 😅,0,train
Kelas ketua naga hitam turun gunung ke gedung dpr,Kelas ketua naga hitam turun gunung ke gedung dpr,0,train
kek main di rank 😂,kek main di rank 😂,0,train
𝐃⁠​𝐎​𝐑‍𝐀⁠‌𝟕‌⁠𝟕 Bikin ngakak gak berhenti.,DORA77 Bikin ngakak gak berhenti.,1,train
Ya ya ya,Ya ya ya,0,train
Wkwk Hero favorit lu kenapa di maki maki dan suruhh moonton hps wkwkwk,Wkwk Hero favorit lu kenapa di maki maki dan suruhh moonton hps wkwkwk,0,train
Ke brapa,Ke brapa,0,train
"Gada yg gamungkin bro, Orang jawa biasa aja bisa jadi presiden","Gada yg gamungkin bro, Orang jawa biasa aja bisa jadi presiden",0,train
Ketua aku bangun tidur dituduh selingkuh tanpa ada leher😂😂😂,Ketua aku bangun tidur dituduh selingkuh tanpa ada leher😂😂😂,1,train
"Juara msc ditantang cokk dikata SRG level RT kali, apbren aja dah ngerasain diganyang SRG😂😂😂","Juara msc ditantang cokk dikata SRG level RT kali, apbren aja dah ngerasain diganyang SRG😂😂😂",0,train
Minion win bg😂,Minion win bg😂,0,train
Meta harom😂,Meta harom😂,0,train
Kalender meja teman kantor ada logo ❝PULAUWIN❞ kecil di sudutnya.,Kalender meja teman kantor ada logo ❝PULAUWIN❞ kecil di sudutnya.,1,train
Selena😂😂😂,Selena😂😂😂,0,train
Aku user belerick klo musuh pick Hero yang di counter belerick,Aku user belerick klo musuh pick Hero yang di counter belerick,0,train
"Setiap hari ada aja kejutan dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, bikin semangat!","Setiap hari ada aja kejutan dari DORA77, bikin semangat!",1,train
"Wkwk judulnya udah bikin ngakak, pas nonton malah tambah kocak 🤣. Momen “esteh darah” ini bener-bener bikin emosi campur aduk antara greget, ngakak, sama kasihan. Konten model gini emang nggak ada matinya! 🔥","Wkwk judulnya udah bikin ngakak, pas nonton malah tambah kocak 🤣. Momen “esteh darah” ini bener-bener bikin emosi campur aduk antara greget, ngakak, sama kasihan. Konten model gini emang nggak ada matinya! 🔥",0,train
ni chanel bentar lagi bakal terlupakan,ni chanel bentar lagi bakal terlupakan,0,train
live lah botak,live lah botak,0,train
"Bro kalau ikut demo 
Jangan sampai lempar BATU
CUKUP PAKAI 
(TELUR BUSUKK SAMA TAI)",Bro kalau ikut demo Jangan sampai lempar BATU CUKUP PAKAI (TELUR BUSUKK SAMA TAI),0,train
"1:31 ""WOW. Ini bener-bener karya seni yang luar biasa. Detailnya rapi banget, transisinya halus,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄dan ceritanya punya nyawa. Bisa keliatan banget berapa banyak waktu, tenaga, dan cinta yang kamu curahkan ke sini. Terus berkarya ya!! Ini layak banget dapet apresiasi dunia!💯","[NUM]:[NUM] ""WOW. Ini bener-bener karya seni yang luar biasa. Detailnya rapi banget, transisinya halus,🀄PROBET855🀄dan ceritanya punya nyawa. Bisa keliatan banget berapa banyak waktu, tenaga, dan cinta yang kamu curahkan ke sini. Terus berkarya ya!! Ini layak banget dapet apresiasi dunia!💯",1,train
Pertamaa😅,Pertamaa😅,0,train
daripada zunesh ya mending hazle sama ujin lah,daripada zunesh ya mending hazle sama ujin lah,0,train
omak joel,omak joel,0,train
AWOKAWOK🗿😴,AWOKAWOK🗿😴,0,train
Pak ap out🗿🗿🗿,Pak ap out🗿🗿🗿,0,train
NT RRQ GG SRG,NT RRQ GG SRG,0,train
Jadi gimana nih balas dendam nya,Jadi gimana nih balas dendam nya,0,train
padahal roster runner up malah jadi badut,padahal roster runner up malah jadi badut,0,train
Ya semua tim indo cemilan tim ph,Ya semua tim indo cemilan tim ph,0,train
"Mantap jiwa raga main di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, cuan terus menerus tanpa ada jeda!","Mantap jiwa raga main di DORA77, cuan terus menerus tanpa ada jeda!",1,train
Aga gitu kau ketua. Udah berani kau berulah ya🤣🤣,Aga gitu kau ketua. Udah berani kau berulah ya🤣🤣,0,train
20:27 woii pak ap langsung di suruh jadi coach😂,[NUM]:[NUM] woii pak ap langsung di suruh jadi coach😂,0,train
"Kureng kata""nya coba bilang jing kontod kau pasti rame","Kureng kata""nya coba bilang jing kontod kau pasti rame",0,train
"Knp sutsujin g di mainkan, RRQ sll gonta ganti pemain akhirnya blunder sendiri.
Jika masih seperti itu Lupakan untuk  JUARA,,, berbenah dari sekarang drpd habis""i uang buat coba"" .","Knp sutsujin g di mainkan, RRQ sll gonta ganti pemain akhirnya blunder sendiri. Jika masih seperti itu Lupakan untuk JUARA,,, berbenah dari sekarang drpd habis""i uang buat coba"" .",0,train
12:55 hallo 🎉,[NUM]:[NUM] hallo 🎉,0,train
Pertama ketua 🎉🎉🎉🎉,Pertama ketua 🎉🎉🎉🎉,0,train
"Jepii diGaRuda Hoki 70jeti gua buat modal nikah, real story🤗","Jepii diGaRuda Hoki 70jeti gua buat modal nikah, real story🤗",1,train
gua kira lu udah ga ngonten lagi bang😊,gua kira lu udah ga ngonten lagi bang😊,0,train
Cobaa main game ROBLOX ketua,Cobaa main game ROBLOX ketua,0,train
Ayolah min.. masa lolos hama begini,Ayolah min.. masa lolos hama begini,0,train
Kombinasi Kombo col,Kombinasi Kombo col,0,train
"kondom yg sibuk hujat si ler skrg terdiam 🤭, toy bagaikan remahan kerupuk dimata si ler 🤣🤣🤣","kondom yg sibuk hujat si ler skrg terdiam 🤭, toy bagaikan remahan kerupuk dimata si ler 🤣🤣🤣",0,train
"Udh lah jink, ambil blik hazel dh tuh, tuker nih zunes aj yg diloan. Udh bnr jungle rrq hazel sm ujin. Tpi jdiin hazel roster utama. Trs yg hrsnya diksh cadangan itu bukan exp, tpi gold/mid nya. Teori kecut nih apa yak sampe ngeraguin trs anak didiknya dri jmn lignas dia berjuang breng pdhal","Udh lah jink, ambil blik hazel dh tuh, tuker nih zunes aj yg diloan. Udh bnr jungle rrq hazel sm ujin. Tpi jdiin hazel roster utama. Trs yg hrsnya diksh cadangan itu bukan exp, tpi gold/mid nya. Teori kecut nih apa yak sampe ngeraguin trs anak didiknya dri jmn lignas dia berjuang breng pdhal",0,train
NYOBA HERO DI MPL... ANGELA FIRST ITEM GLOWING WAND... 😂😂😂,NYOBA HERO DI MPL... ANGELA FIRST ITEM GLOWING WAND... 😂😂😂,0,train
Bisa gak sii tiap weekend lawan Evos aja 😝😝😝,Bisa gak sii tiap weekend lawan Evos aja 😝😝😝,0,train
Terakhir,Terakhir,0,train
"Jng samain lu sama densu, ya jelas beda lah kntol.. lu besar ya Krn ml tlol","Jng samain lu sama densu, ya jelas beda lah kntol.. lu besar ya Krn ml tlol",0,train
"08:16 Wajar kalo popularitas ✌𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ✌ meledak, hasilnya nyata.","[NUM]:[NUM] Wajar kalo popularitas ✌BERKAH99 ✌ meledak, hasilnya nyata.",1,train
"apa""an ini😂","apa""an ini😂",0,train
"𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️ Banyak channel bagus, tapi gak semua punya nilai kayak channel kamu Terus berkarya ya, semoga makin banyak yang nemu dan support !!","ISTANABET17❤ Banyak channel bagus, tapi gak semua punya nilai kayak channel kamu Terus berkarya ya, semoga makin banyak yang nemu dan support !!",1,train
❤ ketua,❤ ketua,0,train
Kenapa sih nama 🅿️🆄🅻🅰️🆄🆆🅸🅽 bisa muncul di banyak konten lucu?,Kenapa sih nama 🅿🆄🅻🅰🆄🆆🅸🅽 bisa muncul di banyak konten lucu?,1,train
Pecat aja coachnya... Udh ga bisa draft pick dia,Pecat aja coachnya... Udh ga bisa draft pick dia,0,train
Hadehhhhh Raja apaan lawan dewa aja kalah 😅,Hadehhhhh Raja apaan lawan dewa aja kalah 😅,0,train
Saya undur diri ketua,Saya undur diri ketua,0,train
legend ❤,legend ❤,0,train
"sama aja bakal kalah, dari segi mekanik udh keliatan pas gf season 15","sama aja bakal kalah, dari segi mekanik udh keliatan pas gf season [NUM]",0,train
Waduh ler nyesel banget tuh.😂😂😂,Waduh ler nyesel banget tuh.😂😂😂,0,train
Wkkwkwkwkwkw😂😂 belajar dulu col,Wkkwkwkwkwkw😂😂 belajar dulu col,0,train
Makin hari makin poke aja  RRQ 😂😂😂😂​@ndutgamemong3787,Makin hari makin poke aja RRQ 😂😂😂😂[MENTION],0,train
Efek skylar pindah onic,Efek skylar pindah onic,0,train
udah main raja rajaan nya?,udah main raja rajaan nya?,0,train
gas terus ketua,gas terus ketua,0,train
